gene_name	entrez_gene_id	reported_drug_response	reported_gene_name	drug_name	drug_trade_name	pubchem_id	drug_class	drug_subclass	linked_class_info	interaction_type
KRAS	3845	Resistance	KRAS MUT	Panitumumab	Vectibix		EGFR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/egfr-inhibitors.aspx	Biomarker
KRAS	3845	Resistance	KRAS MUT	Vandetanib	Capreisa	3081361	EGFR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/egfr-inhibitors.aspx	Biomarker
KRAS	3845	Resistance	KRAS MUT	Everolimus 	Afinitor	6442177	mTOR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/mtor-inhibitors.aspx	Biomarker
KRAS	3845	Resistance	KRAS MUT	Temsirolimus	Torisel	6918289	mTOR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/mtor-inhibitors.aspx	Biomarker
KRAS	3845	Sensitivity	KRAS MUT/AMP	GDC-0973		16222096	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
KRAS	3845	Sensitivity	KRAS MUT/AMP	MEK162		10288191	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
KRAS	3845	Sensitivity	KRAS MUT/AMP	PD-325901		9826528	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
KRAS	3845	Sensitivity	KRAS MUT/AMP	Pimasertib		44187362	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
KRAS	3845	Sensitivity	KRAS MUT/AMP	Rafametinib			MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
KRAS	3845	Sensitivity	KRAS MUT/AMP	Selumetinib		10127622	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
KRAS	3845	Sensitivity	KRAS MUT/AMP	Trametinib		11707110	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
MET	4233	Sensitivity	c-MET AMP	Cabozantanib	Cometriq	25102847	cMET Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/cmet-inhibitors.aspx	Biomarker
MET	4233	Sensitivity	c-MET AMP	Crizotinib	Xalkori	11626560	cMET Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/cmet-inhibitors.aspx	Biomarker
MGMT	4255	Sensitivity	MGMT	Temolozomide	Temodar	5394	Alkylating Agents	Clinical Trial Agents (Approved in other Cancers)		Biomarker
MYC	4609	Sensitivity	MYC AMP	Alisertib		24771867	AURKA Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/cdk2-aurka-inhibitors.aspx	Biomarker
MYC	4609	Sensitivity	MYC AMP	AMG900		24856041	AURKA Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/cdk2-aurka-inhibitors.aspx	Biomarker
MYC	4609	Sensitivity	MYC AMP	BAY1000394			CDK2 Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/cdk2-aurka-inhibitors.aspx	Biomarker
MYC	4609	Sensitivity	MYC AMP	Dinaciclib		46926350	CDK2 Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/cdk2-aurka-inhibitors.aspx	Biomarker
NF1	4763	Sensitivity	NF1 MUT/DEL	GDC-0973		16222096	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
NF1	4763	Sensitivity	NF1 MUT/DEL	MEK162		10288191	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
NF1	4763	Sensitivity	NF1 MUT/DEL	PD-325901		9826528	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
NF1	4763	Sensitivity	NF1 MUT/DEL	Pimasertib		44187362	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
NF1	4763	Sensitivity	NF1 MUT/DEL	Rafametinib			MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
NF1	4763	Sensitivity	NF1 MUT/DEL	Selumetinib		10127622	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
NF1	4763	Sensitivity	NF1 MUT/DEL	Trametinib		11707110	MEK Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/mek-inhibitors.aspx	Biomarker
PGP	283871	Resistance	PGP	Docetaxel	Taxotere	148124	Taxanes	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/taxanes.aspx	Biomarker
PGP	283871	Resistance	PGP	Paclitaxel	Taxol	36314	Taxanes	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/taxanes.aspx	Biomarker
PGP	283871	Resistance	PGP	Etoposide	Toposar	36462	Topoisomerase 2 Inhibitors	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/topo-ii.aspx	Biomarker
PGP	283871	Resistance	PGP	Etoposide	Toposar	36462	Topoisomerase 2 Inhibitors	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/topo-ii.aspx	Biomarker
PGR	5241	Sensitivity	PR	Tamoxifen	Nolvadex	2733526	Anti-Estrogens	Hormonal Therapies	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/hormonal-therapies/hormonal-therapy.aspx	Biomarker
PGR	5241	Sensitivity	PR	Anastrozole	Arimidex	2187	Aromatase Inhibitors	Hormonal Therapies	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/hormonal-therapies/hormonal-therapy.aspx	Biomarker
PGR	5241	Sensitivity	PR	Letrozole	Femara	3902	Aromatase Inhibitors	Hormonal Therapies	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/hormonal-therapies/hormonal-therapy.aspx	Biomarker
PGR	5241	Sensitivity	PR	Megestrol acetate	Megace	11683	Progestins	Hormonal Therapies	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/hormonal-therapies/hormonal-therapy.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT	Everolimus 	Afinitor	6442177	mTOR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/mtor-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT	Temsirolimus	Torisel	6918289	mTOR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/mtor-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	BAY80-6946		24989044	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	BYL719		56649450	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	XL-147		1893730	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	ZSTK474		11647372	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	DS-7423			PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	GSK2126458		25167777	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	NVP-BEZ235		11977753	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	PF-04691502		25033539	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	PF-05212384		25033539	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3CA	5290	Sensitivity	PIK3CA MUT/AMP	XL765		49867926	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	BAY80-6946		24989044	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	BYL719		56649450	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	XL-147		1893730	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	ZSTK474		11647372	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	DS-7423			PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	GSK2126458		25167777	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	NVP-BEZ235		11977753	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	PF-04691502		25033539	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	PF-05212384		25033539	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PIK3R1	5295	Sensitivity	PIK3R1 MUT/DEL	XL765		49867926	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Resistance	PTEN Loss	Cetuximab 	Erbitux	56842117	EGFR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/egfr-inhibitors.aspx	Biomarker
PTEN	5728	Resistance	PTEN Loss	Erlotinib	Tarceva	176870	EGFR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/egfr-inhibitors.aspx	Biomarker
PTEN	5728	Resistance	PTEN Loss	Gefitinib	Iressa	123631	EGFR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/egfr-inhibitors.aspx	Biomarker
PTEN	5728	Resistance	PTEN Loss	Panitumumab	Vectibix		EGFR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/egfr-inhibitors.aspx	Biomarker
PTEN	5728	Resistance	PTEN Loss	Vandetanib	Capreisa	3081361	EGFR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/egfr-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN Loss	Everolimus 	Afinitor	6442177	mTOR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/mtor-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN Loss	Temsirolimus	Torisel	6918289	mTOR Inhibitors	Clinical Trial Agents (Approved in other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents/mtor-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	BAY80-6946		24989044	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	BYL719		56649450	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	XL-147		1893730	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	ZSTK474		11647372	PI3K Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	DS-7423			PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	GSK2126458		25167777	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	NVP-BEZ235		11977753	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	PF-04691502		25033539	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	PF-05212384		25033539	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
PTEN	5728	Sensitivity	PTEN MUT/DEL/LOSS	XL765		49867926	PI3K/mTOR Inhibitors	Clinical Trial Agents (For Ovarian and other Cancers)	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/clinicla-trial-agents-ovarian/pi3k-inhibitors.aspx	Biomarker
RRM1	6240	Resistance	RRM1	Gemcitabine	Gemzar	60750	Nucleoside Analogs	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/nucleoside.aspx	Biomarker
SPARC	6678	Sensitivity	SPARC	Nab-paclitaxel	Abraxane	36314	Taxanes	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/taxanes.aspx	Biomarker
TLE3	7090	Sensitivity	TLE3	Docetaxel	Taxotere	148124	Taxanes	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/taxanes.aspx	Biomarker
TLE3	7090	Sensitivity	TLE3	Paclitaxel	Taxol	36314	Taxanes	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/taxanes.aspx	Biomarker
TOP1	7150	Sensitivity	TOPO1	Irinotecan	Camptosar	60838	Topoisomerase 1 Inhibitors	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/topo-i.aspx	Biomarker
TOP1	7150	Sensitivity	TOPO1	Topotecan	Hycamtin	60700	Topoisomerase 1 Inhibitors	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/topo-i.aspx	Biomarker
TOP2A	7153	Sensitivity	TOP2A	Liposomal doxorubicin	Doxil	31703	Topoisomerase 2 Inhibitors	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/topo-ii.aspx	Biomarker
TOP2A	7153	Sensitivity	TOP2A	Liposomal doxorubicin	Doxil	31703	Topoisomerase 2 Inhibitors	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/topo-ii.aspx	Biomarker
TUBB3	10381	Resistance	TUBB3	Docetaxel	Taxotere	148124	Taxanes	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/taxanes.aspx	Biomarker
TUBB3	10381	Resistance	TUBB3	Paclitaxel	Taxol	36314	Taxanes	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/taxanes.aspx	Biomarker
TYMS	7298	Resistance	TS	Pemetrexed	Alimta	446556	Anti-Folates	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/fluoropyrimidines.aspx	Biomarker
TYMS	7298	Sensitivity	TS	Capecitabine	Xeloda	60953	F-pyrimidines	Cytotoxic Drugs	https://www.clearityfoundation.org/healthcare-pros/drugs-bio/cytotoxic-drugs/fluoropyrimidines.aspx	Biomarker